asn=0    	id=-1  	Main	copying configuration file E:\test-projects\TSCH_experiment\examples\twoNodeExmp\configManual.json to output directory E:\test-projects\TSCH_experiment\results\2022-01-19_14-50-07\configManual.json[MAIN]
asn=2213 	id=3   	Node	scanning on channel=25...[NODE]
asn=2313 	id=3   	Node	scanning on channel=15...[NODE]
asn=2413 	id=3   	Node	scanning on channel=26...[NODE]
asn=2513 	id=2   	Node	scanning on channel=25...[NODE]
asn=2513 	id=3   	Node	scanning on channel=20...[NODE]
asn=2613 	id=2   	Node	scanning on channel=26...[NODE]
asn=2700 	id=4   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=2700 	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=2700 	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=2713 	id=2   	Node	scanning on channel=20...[NODE]
asn=2713 	id=3   	Node	scanning on channel=15...[NODE]
asn=2813 	id=2   	Node	scanning on channel=26...[NODE]
asn=2813 	id=3   	Node	scanning on channel=26...[NODE]
asn=2913 	id=2   	Node	scanning on channel=20...[NODE]
asn=2913 	id=3   	Node	scanning on channel=20...[NODE]
asn=3005 	id=4   	Node	send keepalive packet to=1[NODE]
asn=3005 	id=4   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=3005 	id=4   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=3005 	id=4   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=3005 	id=4   	TSCH	Node: 4  length: 3 on packet ready
asn=3005 	id=4   	TSCH	Schedule: [src: 4, dest: 1, ts: 3, co: 3]
asn=3005 	id=4   	TSCH	schedule packet [src: 4, dest: 1, seqnum: -1], channel offset=3 timeslot=3[SCHEDULER NEW]
asn=3005 	id=4   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=3008 	id=1   	Node	add neighbor id=4 [NODE]
asn=3008 	id=1   	Node	Add_route called from ensure neighbor
asn=3008 	id=4   	Node	tx done from=4 source=4 to=1 destination=1 numtx=1 seqnum=-1 packet buffer: timeslot: 3 channel offset: 3 acked=true, remove packet[NODE]
asn=3008 	id=4   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=3008 	id=4   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=3013 	id=2   	Node	scanning on channel=15...[NODE]
asn=3013 	id=3   	Node	scanning on channel=26...[NODE]
asn=3113 	id=3   	Node	scanning on channel=20...[NODE]
asn=3213 	id=2   	Node	scanning on channel=25...[NODE]
asn=3314 	id=3   	Node	scanning on channel=26...[NODE]
asn=3415 	id=2   	Node	scanning on channel=15...[NODE]
asn=3415 	id=3   	Node	scanning on channel=15...[NODE]
asn=3617 	id=2   	Node	scanning on channel=20...[NODE]
asn=3617 	id=3   	Node	scanning on channel=25...[NODE]
asn=3718 	id=3   	Node	scanning on channel=26...[NODE]
asn=3819 	id=2   	Node	scanning on channel=26...[NODE]
asn=3819 	id=3   	Node	scanning on channel=25...[NODE]
asn=3920 	id=2   	Node	scanning on channel=20...[NODE]
asn=3920 	id=3   	Node	scanning on channel=20...[NODE]
asn=4021 	id=2   	Node	scanning on channel=25...[NODE]
asn=4055 	id=3   	Node	add neighbor id=1 [NODE]
asn=4055 	id=3   	Node	Add_route called from ensure neighbor
asn=4055 	id=3   	TSCH	joined/associated at 40.55 on receiving an EB packet from 1[NODE]
asn=4055 	id=3   	TSCH	Node has joined TSCH in TSCH Associate [NODE]
asn=4055 	id=3   	Node	update time source called [NODE]
asn=4055 	id=3   	Main	On new time source method called from Manual Routing [ROUTING MANUAL]
asn=4055 	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=4055 	id=3   	Node	Start method called from Manual Routing for 3
asn=4055 	id=3   	Node	Route File Read successfully [ROUTING MANUAL]
asn=4055 	id=3   	Node	File loaded into struct successfully [ROUTING MANUAL]
asn=4055 	id=3   	Node	Reading routes for Node 3 [ROUTING MANUAL]
asn=4055 	id=3   	Node	Destination = 1, Nexthop = 1 [ROUTING MANUAL]
asn=4055 	id=3   	Node	Route added to destination node id: 1 through next hop node id: 1 in the routing table of node: 3
asn=4055 	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=4055 	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=4055 	id=4   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=4055 	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=4055 	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=4122 	id=2   	Node	scanning on channel=15...[NODE]
asn=4223 	id=2   	Node	scanning on channel=20...[NODE]
asn=4324 	id=2   	Node	scanning on channel=15...[NODE]
asn=4425 	id=2   	Node	scanning on channel=26...[NODE]
asn=4526 	id=2   	Node	scanning on channel=20...[NODE]
asn=4627 	id=2   	Node	scanning on channel=26...[NODE]
asn=4829 	id=2   	Node	scanning on channel=25...[NODE]
asn=4930 	id=2   	Node	scanning on channel=26...[NODE]
asn=5031 	id=2   	Node	scanning on channel=25...[NODE]
asn=5132 	id=2   	Node	scanning on channel=15...[NODE]
asn=5233 	id=2   	Node	scanning on channel=25...[NODE]
asn=5334 	id=2   	Node	scanning on channel=20...[NODE]
asn=5536 	id=2   	Node	scanning on channel=25...[NODE]
asn=5545 	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=5545 	id=4   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=5545 	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=5545 	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=5738 	id=2   	Node	scanning on channel=15...[NODE]
asn=6001 	id=-1  	Main	60 seconds, progress 5.00%[SIMULATOR]
asn=6001 	id=-1  	Main	periodic route processing for all nodes [ROUTE]
asn=6001 	id=-1  	Main	joined_routing/joined_tsch/total=3/3/4 [ROUTE]
asn=6001 	id=-1  	TSCH	Periodic process called for [Node]
asn=6001 	id=1   	Main	On periodic timer method called from Manual Routing [ROUTING MANUAL]
asn=6001 	id=1   	TSCH	stats: {"idle_listen":4794,"channel_scan":0,"rx_data":0,"rx_data_tx_ack":1,"tx_data":5,"tx_data_rx_ack":0}[NODE]
asn=6001 	id=2   	Main	On periodic timer method called from Manual Routing [ROUTING MANUAL]
asn=6001 	id=2   	TSCH	stats: {"idle_listen":0,"channel_scan":6000,"rx_data":0,"rx_data_tx_ack":0,"tx_data":0,"tx_data_rx_ack":0}[NODE]
asn=6001 	id=3   	Main	On periodic timer method called from Manual Routing [ROUTING MANUAL]
asn=6001 	id=3   	TSCH	stats: {"idle_listen":778,"channel_scan":4055,"rx_data":0,"rx_data_tx_ack":0,"tx_data":0,"tx_data_rx_ack":0}[NODE]
asn=6001 	id=4   	Main	On periodic timer method called from Manual Routing [ROUTING MANUAL]
asn=6001 	id=4   	TSCH	stats: {"idle_listen":2397,"channel_scan":5,"rx_data":0,"rx_data_tx_ack":0,"tx_data":0,"tx_data_rx_ack":1}[NODE]
asn=6041 	id=2   	Node	scanning on channel=25...[NODE]
asn=6243 	id=2   	Node	scanning on channel=20...[NODE]
asn=6444 	id=2   	Node	scanning on channel=25...[NODE]
asn=6544 	id=2   	Node	scanning on channel=26...[NODE]
asn=6644 	id=2   	Node	scanning on channel=20...[NODE]
asn=6744 	id=2   	Node	scanning on channel=25...[NODE]
asn=6844 	id=2   	Node	scanning on channel=15...[NODE]
asn=6865 	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=6865 	id=4   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=6865 	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=6865 	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=7044 	id=2   	Node	scanning on channel=26...[NODE]
asn=7056 	id=3   	Node	send keepalive packet to=1[NODE]
asn=7056 	id=3   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=7056 	id=3   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=7056 	id=3   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=7056 	id=3   	TSCH	Node: 3  length: 3 on packet ready
asn=7056 	id=3   	TSCH	Schedule: [src: 3, dest: 1, ts: 2, co: 2]
asn=7056 	id=3   	TSCH	schedule packet [src: 3, dest: 1, seqnum: -1], channel offset=2 timeslot=2[SCHEDULER NEW]
asn=7056 	id=3   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=7057 	id=1   	Node	add neighbor id=3 [NODE]
asn=7057 	id=1   	Node	Add_route called from ensure neighbor
asn=7057 	id=3   	Node	tx done from=3 source=3 to=1 destination=1 numtx=1 seqnum=-1 packet buffer: timeslot: 2 channel offset: 2 acked=true, remove packet[NODE]
asn=7057 	id=3   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=7057 	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=7144 	id=2   	Node	scanning on channel=15...[NODE]
asn=7244 	id=2   	Node	scanning on channel=25...[NODE]
asn=7344 	id=2   	Node	scanning on channel=20...[NODE]
asn=7544 	id=2   	Node	scanning on channel=25...[NODE]
asn=7744 	id=2   	Node	scanning on channel=20...[NODE]
asn=7844 	id=2   	Node	scanning on channel=26...[NODE]
asn=7944 	id=2   	Node	scanning on channel=25...[NODE]
asn=8144 	id=2   	Node	scanning on channel=15...[NODE]
asn=8270 	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=8270 	id=4   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=8270 	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=8270 	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=8344 	id=2   	Node	scanning on channel=25...[NODE]
asn=8444 	id=2   	Node	scanning on channel=15...[NODE]
asn=8544 	id=2   	Node	scanning on channel=20...[NODE]
asn=8644 	id=2   	Node	scanning on channel=26...[NODE]
asn=8844 	id=2   	Node	scanning on channel=25...[NODE]
asn=9008 	id=4   	Node	send keepalive packet to=1[NODE]
asn=9008 	id=4   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=9008 	id=4   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=9008 	id=4   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=9008 	id=4   	TSCH	Node: 4  length: 3 on packet ready
asn=9008 	id=4   	TSCH	Schedule: [src: 4, dest: 1, ts: 3, co: 3]
asn=9008 	id=4   	TSCH	schedule packet [src: 4, dest: 1, seqnum: -1], channel offset=3 timeslot=3[SCHEDULER NEW]
asn=9008 	id=4   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=9008 	id=4   	Node	tx done from=4 source=4 to=1 destination=1 numtx=1 seqnum=-1 packet buffer: timeslot: 3 channel offset: 3 acked=true, remove packet[NODE]
asn=9008 	id=4   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=9008 	id=4   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=9044 	id=2   	Node	scanning on channel=20...[NODE]
asn=9144 	id=2   	Node	scanning on channel=25...[NODE]
asn=9244 	id=2   	Node	scanning on channel=15...[NODE]
asn=9444 	id=2   	Node	scanning on channel=26...[NODE]
asn=9544 	id=2   	Node	scanning on channel=15...[NODE]
asn=9615 	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=9615 	id=4   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=9615 	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=9615 	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=9644 	id=2   	Node	scanning on channel=26...[NODE]
asn=9744 	id=2   	Node	scanning on channel=25...[NODE]
asn=9844 	id=2   	Node	scanning on channel=15...[NODE]
asn=9944 	id=2   	Node	scanning on channel=20...[NODE]
asn=10044	id=2   	Node	scanning on channel=25...[NODE]
asn=10144	id=2   	Node	scanning on channel=15...[NODE]
asn=10218	id=3   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=10218	id=3   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=10218	id=3   	App	generate a packet, seqnum=1 for=1 [PACKET_SOURCE]
asn=10218	id=3   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=10218	id=3   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=10218	id=3   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=10218	id=3   	TSCH	Node: 3  length: 3 on packet ready
asn=10218	id=3   	TSCH	Schedule: [src: 3, dest: 1, ts: 2, co: 2]
asn=10218	id=3   	TSCH	schedule packet [src: 3, dest: 1, seqnum: 1], channel offset=2 timeslot=2[SCHEDULER NEW]
asn=10218	id=3   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=10222	id=1   	App	rx app packet seqnum=1 from=3 at cell [ts: 2, co: 2][NODE]
asn=10222	id=3   	Node	tx done from=3 source=3 to=1 destination=1 numtx=1 seqnum=1 packet buffer: timeslot: 2 channel offset: 2 acked=true, remove packet[NODE]
asn=10222	id=3   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=10222	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=10244	id=2   	Node	scanning on channel=26...[NODE]
asn=10250	id=4   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=10250	id=4   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=10250	id=4   	App	generate a packet, seqnum=1 for=1 [PACKET_SOURCE]
asn=10250	id=4   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=10250	id=4   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=10250	id=4   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=10250	id=4   	TSCH	Node: 4  length: 3 on packet ready
asn=10250	id=4   	TSCH	Schedule: [src: 4, dest: 1, ts: 3, co: 3]
asn=10250	id=4   	TSCH	schedule packet [src: 4, dest: 1, seqnum: 1], channel offset=3 timeslot=3[SCHEDULER NEW]
asn=10250	id=4   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=10253	id=1   	App	rx app packet seqnum=1 from=4 at cell [ts: 3, co: 3][NODE]
asn=10253	id=4   	Node	tx done from=4 source=4 to=1 destination=1 numtx=1 seqnum=1 packet buffer: timeslot: 3 channel offset: 3 acked=true, remove packet[NODE]
asn=10253	id=4   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=10253	id=4   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=10344	id=2   	Node	scanning on channel=20...[NODE]
asn=10589	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=10644	id=2   	Node	scanning on channel=25...[NODE]
asn=10744	id=2   	Node	scanning on channel=26...[NODE]
asn=10880	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=10880	id=4   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=10880	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=10880	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=11027	id=3   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=11027	id=3   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=11027	id=3   	App	generate a packet, seqnum=2 for=1 [PACKET_SOURCE]
asn=11027	id=3   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=11027	id=3   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=11027	id=3   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=11027	id=3   	TSCH	Node: 3  length: 3 on packet ready
asn=11027	id=3   	TSCH	Schedule: [src: 3, dest: 1, ts: 2, co: 2]
asn=11027	id=3   	TSCH	schedule packet [src: 3, dest: 1, seqnum: 2], channel offset=2 timeslot=2[SCHEDULER NEW]
asn=11027	id=3   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=11027	id=1   	App	rx app packet seqnum=2 from=3 at cell [ts: 2, co: 2][NODE]
asn=11027	id=3   	Node	tx done from=3 source=3 to=1 destination=1 numtx=1 seqnum=2 packet buffer: timeslot: 2 channel offset: 2 acked=true, remove packet[NODE]
asn=11027	id=3   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=11027	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=11044	id=2   	Node	scanning on channel=25...[NODE]
asn=11144	id=2   	Node	scanning on channel=20...[NODE]
asn=11244	id=2   	Node	scanning on channel=25...[NODE]
asn=11344	id=2   	Node	scanning on channel=20...[NODE]
asn=11444	id=2   	Node	scanning on channel=25...[NODE]
asn=11544	id=2   	Node	scanning on channel=15...[NODE]
asn=11593	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=11644	id=2   	Node	scanning on channel=20...[NODE]
asn=11676	id=4   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=11676	id=4   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=11676	id=4   	App	generate a packet, seqnum=2 for=1 [PACKET_SOURCE]
asn=11676	id=4   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=11676	id=4   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=11676	id=4   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=11676	id=4   	TSCH	Node: 4  length: 3 on packet ready
asn=11676	id=4   	TSCH	Schedule: [src: 4, dest: 1, ts: 3, co: 3]
asn=11676	id=4   	TSCH	schedule packet [src: 4, dest: 1, seqnum: 2], channel offset=3 timeslot=3[SCHEDULER NEW]
asn=11676	id=4   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=11678	id=1   	App	rx app packet seqnum=2 from=4 at cell [ts: 3, co: 3][NODE]
asn=11678	id=4   	Node	tx done from=4 source=4 to=1 destination=1 numtx=1 seqnum=2 packet buffer: timeslot: 3 channel offset: 3 acked=true, remove packet[NODE]
asn=11678	id=4   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=11678	id=4   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=11744	id=2   	Node	scanning on channel=26...[NODE]
asn=11844	id=2   	Node	scanning on channel=20...[NODE]
asn=11944	id=2   	Node	scanning on channel=26...[NODE]
asn=12000	id=-1  	Main	120 seconds, progress 10.00%[SIMULATOR]
asn=12000	id=-1  	Main	periodic route processing for all nodes [ROUTE]
asn=12000	id=-1  	Main	joined_routing/joined_tsch/total=3/3/4 [ROUTE]
asn=12000	id=-1  	TSCH	Periodic process called for [Node]
asn=12000	id=1   	Main	On periodic timer method called from Manual Routing [ROUTING MANUAL]
